,,,0
latin,pt-sans,"('latn.b', 'latn.n', 'latn.q')",56.0
latin,pt-sans,"('latn.b', 'latn.n', 'latn.w')",54.0
latin,pt-sans,"('latn.b', 'latn.n', 'latn.z')",48.0
latin,pt-sans,"('latn.b', 'latn.p', 'latn.q')",33.0
latin,pt-sans,"('latn.b', 'latn.p', 'latn.w')",60.0
latin,pt-sans,"('latn.b', 'latn.p', 'latn.z')",61.0
latin,pt-sans,"('latn.b', 'latn.q', 'latn.w')",61.0
latin,pt-sans,"('latn.b', 'latn.q', 'latn.z')",62.0
latin,pt-sans,"('latn.b', 'latn.w', 'latn.z')",43.0
latin,pt-sans,"('latn.f', 'latn.i', 'latn.n')",28.0
latin,pt-sans,"('latn.f', 'latn.i', 'latn.p')",28.0
latin,pt-sans,"('latn.f', 'latn.i', 'latn.q')",31.0
latin,pt-sans,"('latn.f', 'latn.i', 'latn.w')",43.0
latin,pt-sans,"('latn.f', 'latn.i', 'latn.z')",40.0
latin,pt-sans,"('latn.f', 'latn.n', 'latn.p')",50.0
latin,pt-sans,"('latn.f', 'latn.n', 'latn.q')",41.0
latin,pt-sans,"('latn.f', 'latn.n', 'latn.w')",46.0
latin,pt-sans,"('latn.f', 'latn.n', 'latn.z')",40.0
latin,pt-sans,"('latn.f', 'latn.p', 'latn.q')",59.0
latin,pt-sans,"('latn.f', 'latn.p', 'latn.w')",50.0
latin,pt-sans,"('latn.f', 'latn.p', 'latn.z')",41.0
latin,pt-sans,"('latn.f', 'latn.q', 'latn.w')",51.0
latin,pt-sans,"('latn.f', 'latn.q', 'latn.z')",39.0
latin,pt-sans,"('latn.f', 'latn.w', 'latn.z')",53.0
latin,pt-sans,"('latn.i', 'latn.n', 'latn.p')",54.0
latin,pt-sans,"('latn.i', 'latn.n', 'latn.q')",51.0
latin,pt-sans,"('latn.i', 'latn.n', 'latn.w')",34.0
latin,pt-sans,"('latn.i', 'latn.n', 'latn.z')",30.0
latin,pt-sans,"('latn.i', 'latn.p', 'latn.q')",60.0
latin,pt-sans,"('latn.i', 'latn.p', 'latn.w')",30.0
latin,pt-sans,"('latn.i', 'latn.p', 'latn.z')",29.0
latin,pt-sans,"('latn.i', 'latn.q', 'latn.w')",28.0
latin,pt-sans,"('latn.i', 'latn.q', 'latn.z')",23.0
latin,pt-sans,"('latn.i', 'latn.w', 'latn.z')",55.0
latin,pt-sans,"('latn.n', 'latn.p', 'latn.q')",58.0
latin,pt-sans,"('latn.n', 'latn.p', 'latn.w')",50.0
latin,pt-sans,"('latn.n', 'latn.p', 'latn.z')",52.0
latin,pt-sans,"('latn.n', 'latn.q', 'latn.w')",48.0
latin,pt-sans,"('latn.n', 'latn.q', 'latn.z')",44.0
latin,pt-sans,"('latn.n', 'latn.w', 'latn.z')",40.0
latin,pt-sans,"('latn.p', 'latn.q', 'latn.w')",60.0
latin,pt-sans,"('latn.p', 'latn.q', 'latn.z')",61.0
latin,pt-sans,"('latn.p', 'latn.w', 'latn.z')",49.0
latin,pt-sans,"('latn.q', 'latn.w', 'latn.z')",52.0
latin,pt-serif,"('latn.g', 'latn.h', 'latn.m')",56.0
latin,pt-serif,"('latn.g', 'latn.h', 'latn.n')",56.0
latin,pt-serif,"('latn.g', 'latn.h', 'latn.q')",37.0
latin,pt-serif,"('latn.g', 'latn.h', 'latn.r')",49.0
latin,pt-serif,"('latn.g', 'latn.h', 'latn.y')",29.0
latin,pt-serif,"('latn.g', 'latn.h', 'latn.z')",31.0
latin,pt-serif,"('latn.g', 'latn.m', 'latn.n')",62.0
latin,pt-serif,"('latn.g', 'latn.m', 'latn.q')",36.0
latin,pt-serif,"('latn.g', 'latn.m', 'latn.r')",50.0
latin,pt-serif,"('latn.g', 'latn.m', 'latn.y')",28.0
latin,pt-serif,"('latn.g', 'latn.m', 'latn.z')",32.0
latin,pt-serif,"('latn.g', 'latn.n', 'latn.q')",33.0
latin,pt-serif,"('latn.g', 'latn.n', 'latn.r')",55.0
latin,pt-serif,"('latn.g', 'latn.n', 'latn.y')",30.0
latin,pt-serif,"('latn.g', 'latn.n', 'latn.z')",39.0
latin,pt-serif,"('latn.g', 'latn.q', 'latn.r')",34.0
latin,pt-serif,"('latn.g', 'latn.q', 'latn.y')",32.0
latin,pt-serif,"('latn.g', 'latn.q', 'latn.z')",47.0
latin,pt-serif,"('latn.g', 'latn.r', 'latn.y')",28.0
latin,pt-serif,"('latn.g', 'latn.r', 'latn.z')",44.0
latin,pt-serif,"('latn.g', 'latn.y', 'latn.z')",37.0
latin,pt-serif,"('latn.h', 'latn.m', 'latn.n')",46.0
latin,pt-serif,"('latn.h', 'latn.m', 'latn.q')",54.0
latin,pt-serif,"('latn.h', 'latn.m', 'latn.r')",44.0
latin,pt-serif,"('latn.h', 'latn.m', 'latn.y')",56.0
latin,pt-serif,"('latn.h', 'latn.m', 'latn.z')",53.0
latin,pt-serif,"('latn.h', 'latn.n', 'latn.q')",54.0
latin,pt-serif,"('latn.h', 'latn.n', 'latn.r')",46.0
latin,pt-serif,"('latn.h', 'latn.n', 'latn.y')",57.0
latin,pt-serif,"('latn.h', 'latn.n', 'latn.z')",56.0
latin,pt-serif,"('latn.h', 'latn.q', 'latn.r')",41.0
latin,pt-serif,"('latn.h', 'latn.q', 'latn.y')",29.0
latin,pt-serif,"('latn.h', 'latn.q', 'latn.z')",50.0
latin,pt-serif,"('latn.h', 'latn.r', 'latn.y')",41.0
latin,pt-serif,"('latn.h', 'latn.r', 'latn.z')",38.0
latin,pt-serif,"('latn.h', 'latn.y', 'latn.z')",27.0
latin,pt-serif,"('latn.m', 'latn.n', 'latn.q')",62.0
latin,pt-serif,"('latn.m', 'latn.n', 'latn.r')",58.0
latin,pt-serif,"('latn.m', 'latn.n', 'latn.y')",61.0
latin,pt-serif,"('latn.m', 'latn.n', 'latn.z')",61.0
latin,pt-serif,"('latn.m', 'latn.q', 'latn.r')",48.0
latin,pt-serif,"('latn.m', 'latn.q', 'latn.y')",34.0
latin,pt-serif,"('latn.m', 'latn.q', 'latn.z')",40.0
latin,pt-serif,"('latn.m', 'latn.r', 'latn.y')",56.0
latin,pt-serif,"('latn.m', 'latn.r', 'latn.z')",50.0
latin,pt-serif,"('latn.m', 'latn.y', 'latn.z')",34.0
latin,pt-serif,"('latn.n', 'latn.q', 'latn.r')",47.0
latin,pt-serif,"('latn.n', 'latn.q', 'latn.y')",30.0
latin,pt-serif,"('latn.n', 'latn.q', 'latn.z')",40.0
latin,pt-serif,"('latn.n', 'latn.r', 'latn.y')",49.0
latin,pt-serif,"('latn.n', 'latn.r', 'latn.z')",54.0
latin,pt-serif,"('latn.n', 'latn.y', 'latn.z')",26.0
latin,pt-serif,"('latn.q', 'latn.r', 'latn.y')",27.0
latin,pt-serif,"('latn.q', 'latn.r', 'latn.z')",35.0
latin,pt-serif,"('latn.q', 'latn.y', 'latn.z')",32.0
latin,pt-serif,"('latn.r', 'latn.y', 'latn.z')",24.0
latin,times-new-roman,"('latn.a', 'latn.c', 'latn.f')",52.0
latin,times-new-roman,"('latn.a', 'latn.c', 'latn.l')",54.0
latin,times-new-roman,"('latn.a', 'latn.c', 'latn.m')",38.0
latin,times-new-roman,"('latn.a', 'latn.c', 'latn.n')",22.0
latin,times-new-roman,"('latn.a', 'latn.c', 'latn.t')",44.0
latin,times-new-roman,"('latn.a', 'latn.c', 'latn.u')",23.0
latin,times-new-roman,"('latn.a', 'latn.f', 'latn.l')",47.0
latin,times-new-roman,"('latn.a', 'latn.f', 'latn.m')",28.0
latin,times-new-roman,"('latn.a', 'latn.f', 'latn.n')",39.0
latin,times-new-roman,"('latn.a', 'latn.f', 'latn.t')",43.0
latin,times-new-roman,"('latn.a', 'latn.f', 'latn.u')",49.0
latin,times-new-roman,"('latn.a', 'latn.l', 'latn.m')",35.0
latin,times-new-roman,"('latn.a', 'latn.l', 'latn.n')",35.0
latin,times-new-roman,"('latn.a', 'latn.l', 'latn.t')",47.0
latin,times-new-roman,"('latn.a', 'latn.l', 'latn.u')",44.0
latin,times-new-roman,"('latn.a', 'latn.m', 'latn.n')",59.0
latin,times-new-roman,"('latn.a', 'latn.m', 'latn.t')",32.0
latin,times-new-roman,"('latn.a', 'latn.m', 'latn.u')",46.0
latin,times-new-roman,"('latn.a', 'latn.n', 'latn.t')",36.0
latin,times-new-roman,"('latn.a', 'latn.n', 'latn.u')",57.0
latin,times-new-roman,"('latn.a', 'latn.t', 'latn.u')",39.0
latin,times-new-roman,"('latn.c', 'latn.f', 'latn.l')",45.0
latin,times-new-roman,"('latn.c', 'latn.f', 'latn.m')",23.0
latin,times-new-roman,"('latn.c', 'latn.f', 'latn.n')",38.0
latin,times-new-roman,"('latn.c', 'latn.f', 'latn.t')",40.0
latin,times-new-roman,"('latn.c', 'latn.f', 'latn.u')",43.0
latin,times-new-roman,"('latn.c', 'latn.l', 'latn.m')",28.0
latin,times-new-roman,"('latn.c', 'latn.l', 'latn.n')",33.0
latin,times-new-roman,"('latn.c', 'latn.l', 'latn.t')",47.0
latin,times-new-roman,"('latn.c', 'latn.l', 'latn.u')",39.0
latin,times-new-roman,"('latn.c', 'latn.m', 'latn.n')",58.0
latin,times-new-roman,"('latn.c', 'latn.m', 'latn.t')",24.0
latin,times-new-roman,"('latn.c', 'latn.m', 'latn.u')",52.0
latin,times-new-roman,"('latn.c', 'latn.n', 'latn.t')",24.0
latin,times-new-roman,"('latn.c', 'latn.n', 'latn.u')",56.0
latin,times-new-roman,"('latn.c', 'latn.t', 'latn.u')",34.0
latin,times-new-roman,"('latn.f', 'latn.l', 'latn.m')",39.0
latin,times-new-roman,"('latn.f', 'latn.l', 'latn.n')",38.0
latin,times-new-roman,"('latn.f', 'latn.l', 'latn.t')",29.0
latin,times-new-roman,"('latn.f', 'latn.l', 'latn.u')",40.0
latin,times-new-roman,"('latn.f', 'latn.m', 'latn.n')",61.0
latin,times-new-roman,"('latn.f', 'latn.m', 'latn.t')",44.0
latin,times-new-roman,"('latn.f', 'latn.m', 'latn.u')",56.0
latin,times-new-roman,"('latn.f', 'latn.n', 'latn.t')",38.0
latin,times-new-roman,"('latn.f', 'latn.n', 'latn.u')",58.0
latin,times-new-roman,"('latn.f', 'latn.t', 'latn.u')",40.0
latin,times-new-roman,"('latn.l', 'latn.m', 'latn.n')",59.0
latin,times-new-roman,"('latn.l', 'latn.m', 'latn.t')",42.0
latin,times-new-roman,"('latn.l', 'latn.m', 'latn.u')",50.0
latin,times-new-roman,"('latn.l', 'latn.n', 'latn.t')",39.0
latin,times-new-roman,"('latn.l', 'latn.n', 'latn.u')",55.0
latin,times-new-roman,"('latn.l', 'latn.t', 'latn.u')",39.0
latin,times-new-roman,"('latn.m', 'latn.n', 'latn.t')",59.0
latin,times-new-roman,"('latn.m', 'latn.n', 'latn.u')",38.0
latin,times-new-roman,"('latn.m', 'latn.t', 'latn.u')",58.0
latin,times-new-roman,"('latn.n', 'latn.t', 'latn.u')",58.0
latin,verdana,"('latn.d', 'latn.g', 'latn.h')",31.0
latin,verdana,"('latn.d', 'latn.g', 'latn.o')",47.0
latin,verdana,"('latn.d', 'latn.g', 'latn.s')",54.0
latin,verdana,"('latn.d', 'latn.g', 'latn.u')",48.0
latin,verdana,"('latn.d', 'latn.g', 'latn.w')",60.0
latin,verdana,"('latn.d', 'latn.g', 'latn.x')",60.0
latin,verdana,"('latn.d', 'latn.h', 'latn.o')",42.0
latin,verdana,"('latn.d', 'latn.h', 'latn.s')",56.0
latin,verdana,"('latn.d', 'latn.h', 'latn.u')",35.0
latin,verdana,"('latn.d', 'latn.h', 'latn.w')",60.0
latin,verdana,"('latn.d', 'latn.h', 'latn.x')",61.0
latin,verdana,"('latn.d', 'latn.o', 'latn.s')",42.0
latin,verdana,"('latn.d', 'latn.o', 'latn.u')",24.0
latin,verdana,"('latn.d', 'latn.o', 'latn.w')",53.0
latin,verdana,"('latn.d', 'latn.o', 'latn.x')",54.0
latin,verdana,"('latn.d', 'latn.s', 'latn.u')",44.0
latin,verdana,"('latn.d', 'latn.s', 'latn.w')",41.0
latin,verdana,"('latn.d', 'latn.s', 'latn.x')",49.0
latin,verdana,"('latn.d', 'latn.u', 'latn.w')",41.0
latin,verdana,"('latn.d', 'latn.u', 'latn.x')",52.0
latin,verdana,"('latn.d', 'latn.w', 'latn.x')",50.0
latin,verdana,"('latn.g', 'latn.h', 'latn.o')",30.0
latin,verdana,"('latn.g', 'latn.h', 'latn.s')",49.0
latin,verdana,"('latn.g', 'latn.h', 'latn.u')",48.0
latin,verdana,"('latn.g', 'latn.h', 'latn.w')",56.0
latin,verdana,"('latn.g', 'latn.h', 'latn.x')",56.0
latin,verdana,"('latn.g', 'latn.o', 'latn.s')",36.0
latin,verdana,"('latn.g', 'latn.o', 'latn.u')",24.0
latin,verdana,"('latn.g', 'latn.o', 'latn.w')",52.0
latin,verdana,"('latn.g', 'latn.o', 'latn.x')",53.0
latin,verdana,"('latn.g', 'latn.s', 'latn.u')",37.0
latin,verdana,"('latn.g', 'latn.s', 'latn.w')",42.0
latin,verdana,"('latn.g', 'latn.s', 'latn.x')",49.0
latin,verdana,"('latn.g', 'latn.u', 'latn.w')",46.0
latin,verdana,"('latn.g', 'latn.u', 'latn.x')",52.0
latin,verdana,"('latn.g', 'latn.w', 'latn.x')",49.0
latin,verdana,"('latn.h', 'latn.o', 'latn.s')",30.0
latin,verdana,"('latn.h', 'latn.o', 'latn.u')",44.0
latin,verdana,"('latn.h', 'latn.o', 'latn.w')",42.0
latin,verdana,"('latn.h', 'latn.o', 'latn.x')",48.0
latin,verdana,"('latn.h', 'latn.s', 'latn.u')",54.0
latin,verdana,"('latn.h', 'latn.s', 'latn.w')",40.0
latin,verdana,"('latn.h', 'latn.s', 'latn.x')",40.0
latin,verdana,"('latn.h', 'latn.u', 'latn.w')",52.0
latin,verdana,"('latn.h', 'latn.u', 'latn.x')",55.0
latin,verdana,"('latn.h', 'latn.w', 'latn.x')",45.0
latin,verdana,"('latn.o', 'latn.s', 'latn.u')",39.0
latin,verdana,"('latn.o', 'latn.s', 'latn.w')",49.0
latin,verdana,"('latn.o', 'latn.s', 'latn.x')",54.0
latin,verdana,"('latn.o', 'latn.u', 'latn.w')",48.0
latin,verdana,"('latn.o', 'latn.u', 'latn.x')",56.0
latin,verdana,"('latn.o', 'latn.w', 'latn.x')",46.0
latin,verdana,"('latn.s', 'latn.u', 'latn.w')",45.0
latin,verdana,"('latn.s', 'latn.u', 'latn.x')",52.0
latin,verdana,"('latn.s', 'latn.w', 'latn.x')",45.0
latin,verdana,"('latn.u', 'latn.w', 'latn.x')",40.0
