,,,0
devanagari,ek-mukta,"('deva.Ma', 'deva.Na', 'deva.Sha')",50.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ca', 'deva.Jha')",29.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ca', 'deva.Ma')",45.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ca', 'deva.Nya')",46.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ca', 'deva.Ra')",35.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ca', 'deva.Ttha')",30.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ca', 'deva.Va')",41.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Jha', 'deva.Ma')",49.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Jha', 'deva.Nya')",23.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Jha', 'deva.Ra')",32.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Jha', 'deva.Ttha')",31.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Jha', 'deva.Va')",27.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ma', 'deva.Nya')",47.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ma', 'deva.Ra')",51.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ma', 'deva.Ttha')",46.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ma', 'deva.Va')",49.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Nya', 'deva.Ra')",31.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Nya', 'deva.Ttha')",26.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Nya', 'deva.Va')",35.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ra', 'deva.Ttha')",27.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ra', 'deva.Va')",25.0
devanagari,itf-devanagari,"('deva.Bha', 'deva.Ttha', 'deva.Va')",46.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Jha', 'deva.Ma')",24.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Jha', 'deva.Nya')",43.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Jha', 'deva.Ra')",37.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Jha', 'deva.Ttha')",32.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Jha', 'deva.Va')",48.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Ma', 'deva.Nya')",44.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Ma', 'deva.Ra')",35.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Ma', 'deva.Ttha')",33.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Ma', 'deva.Va')",44.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Nya', 'deva.Ra')",44.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Nya', 'deva.Ttha')",42.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Nya', 'deva.Va')",31.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Ra', 'deva.Ttha')",36.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Ra', 'deva.Va')",45.0
devanagari,itf-devanagari,"('deva.Ca', 'deva.Ttha', 'deva.Va')",42.0
devanagari,itf-devanagari,"('deva.Jha', 'deva.Ma', 'deva.Nya')",23.0
devanagari,itf-devanagari,"('deva.Jha', 'deva.Ma', 'deva.Ra')",34.0
devanagari,itf-devanagari,"('deva.Jha', 'deva.Ma', 'deva.Ttha')",31.0
devanagari,itf-devanagari,"('deva.Jha', 'deva.Ma', 'deva.Va')",27.0
devanagari,itf-devanagari,"('deva.Jha', 'deva.Nya', 'deva.Ra')",38.0
devanagari,itf-devanagari,"('deva.Jha', 'deva.Nya', 'deva.Ttha')",36.0
devanagari,itf-devanagari,"('deva.Jha', 'deva.Nya', 'deva.Va')",35.0
devanagari,itf-devanagari,"('deva.Jha', 'deva.Ra', 'deva.Ttha')",22.0
devanagari,itf-devanagari,"('deva.Jha', 'deva.Ra', 'deva.Va')",28.0
devanagari,itf-devanagari,"('deva.Jha', 'deva.Ttha', 'deva.Va')",47.0
devanagari,itf-devanagari,"('deva.Ma', 'deva.Nya', 'deva.Ra')",25.0
devanagari,itf-devanagari,"('deva.Ma', 'deva.Nya', 'deva.Ttha')",23.0
devanagari,itf-devanagari,"('deva.Ma', 'deva.Nya', 'deva.Va')",40.0
devanagari,itf-devanagari,"('deva.Ma', 'deva.Ra', 'deva.Ttha')",24.0
devanagari,itf-devanagari,"('deva.Ma', 'deva.Ra', 'deva.Va')",29.0
devanagari,itf-devanagari,"('deva.Ma', 'deva.Ttha', 'deva.Va')",42.0
devanagari,itf-devanagari,"('deva.Nya', 'deva.Ra', 'deva.Ttha')",32.0
devanagari,itf-devanagari,"('deva.Nya', 'deva.Ra', 'deva.Va')",42.0
devanagari,itf-devanagari,"('deva.Nya', 'deva.Ttha', 'deva.Va')",29.0
devanagari,itf-devanagari,"('deva.Ra', 'deva.Ttha', 'deva.Va')",44.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Dda', 'deva.Ga')",23.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Dda', 'deva.Ha')",53.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Dda', 'deva.I')",51.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Dda', 'deva.Na')",26.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Dda', 'deva.Pa')",37.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Dda', 'deva.Sa')",23.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Ga', 'deva.Ha')",26.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Ga', 'deva.I')",24.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Ga', 'deva.Na')",49.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Ga', 'deva.Pa')",39.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Ga', 'deva.Sa')",41.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Ha', 'deva.I')",52.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Ha', 'deva.Na')",23.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Ha', 'deva.Pa')",38.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Ha', 'deva.Sa')",25.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.I', 'deva.Na')",27.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.I', 'deva.Pa')",39.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.I', 'deva.Sa')",29.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Na', 'deva.Pa')",28.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Na', 'deva.Sa')",30.0
devanagari,kohinoor-devanagari,"('deva.Ba', 'deva.Pa', 'deva.Sa')",28.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.Ga', 'deva.Ha')",52.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.Ga', 'deva.I')",51.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.Ga', 'deva.Na')",49.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.Ga', 'deva.Pa')",42.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.Ga', 'deva.Sa')",37.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.Ha', 'deva.I')",40.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.Ha', 'deva.Na')",49.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.Ha', 'deva.Pa')",49.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.Ha', 'deva.Sa')",46.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.I', 'deva.Na')",52.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.I', 'deva.Pa')",51.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.I', 'deva.Sa')",49.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.Na', 'deva.Pa')",44.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.Na', 'deva.Sa')",35.0
devanagari,kohinoor-devanagari,"('deva.Dda', 'deva.Pa', 'deva.Sa')",39.0
devanagari,kohinoor-devanagari,"('deva.Ga', 'deva.Ha', 'deva.I')",50.0
devanagari,kohinoor-devanagari,"('deva.Ga', 'deva.Ha', 'deva.Na')",45.0
devanagari,kohinoor-devanagari,"('deva.Ga', 'deva.Ha', 'deva.Pa')",49.0
devanagari,kohinoor-devanagari,"('deva.Ga', 'deva.Ha', 'deva.Sa')",37.0
devanagari,kohinoor-devanagari,"('deva.Ga', 'deva.I', 'deva.Na')",49.0
devanagari,kohinoor-devanagari,"('deva.Ga', 'deva.I', 'deva.Pa')",44.0
devanagari,kohinoor-devanagari,"('deva.Ga', 'deva.I', 'deva.Sa')",40.0
devanagari,kohinoor-devanagari,"('deva.Ga', 'deva.Na', 'deva.Pa')",33.0
devanagari,kohinoor-devanagari,"('deva.Ga', 'deva.Na', 'deva.Sa')",47.0
devanagari,kohinoor-devanagari,"('deva.Ga', 'deva.Pa', 'deva.Sa')",27.0
devanagari,kohinoor-devanagari,"('deva.Ha', 'deva.I', 'deva.Na')",49.0
devanagari,kohinoor-devanagari,"('deva.Ha', 'deva.I', 'deva.Pa')",46.0
devanagari,kohinoor-devanagari,"('deva.Ha', 'deva.I', 'deva.Sa')",50.0
devanagari,kohinoor-devanagari,"('deva.Ha', 'deva.Na', 'deva.Pa')",40.0
devanagari,kohinoor-devanagari,"('deva.Ha', 'deva.Na', 'deva.Sa')",35.0
devanagari,kohinoor-devanagari,"('deva.Ha', 'deva.Pa', 'deva.Sa')",33.0
devanagari,kohinoor-devanagari,"('deva.I', 'deva.Na', 'deva.Pa')",42.0
devanagari,kohinoor-devanagari,"('deva.I', 'deva.Na', 'deva.Sa')",32.0
devanagari,kohinoor-devanagari,"('deva.I', 'deva.Pa', 'deva.Sa')",41.0
devanagari,kohinoor-devanagari,"('deva.Na', 'deva.Pa', 'deva.Sa')",24.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Ka', 'deva.La')",48.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Ka', 'deva.Nna')",41.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Ka', 'deva.Pa')",35.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Ka', 'deva.Pha')",54.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Ka', 'deva.Tha')",31.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Ka', 'deva.Ya')",31.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.La', 'deva.Nna')",41.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.La', 'deva.Pa')",37.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.La', 'deva.Pha')",37.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.La', 'deva.Tha')",32.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.La', 'deva.Ya')",30.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Nna', 'deva.Pa')",45.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Nna', 'deva.Pha')",36.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Nna', 'deva.Tha')",39.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Nna', 'deva.Ya')",28.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Pa', 'deva.Pha')",50.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Pa', 'deva.Tha')",30.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Pa', 'deva.Ya')",52.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Pha', 'deva.Tha')",36.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Pha', 'deva.Ya')",42.0
devanagari,lohit-devanagari,"('deva.Ga', 'deva.Tha', 'deva.Ya')",47.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.La', 'deva.Nna')",39.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.La', 'deva.Pa')",35.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.La', 'deva.Pha')",45.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.La', 'deva.Tha')",41.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.La', 'deva.Ya')",32.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.Nna', 'deva.Pa')",54.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.Nna', 'deva.Pha')",44.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.Nna', 'deva.Tha')",26.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.Nna', 'deva.Ya')",31.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.Pa', 'deva.Pha')",32.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.Pa', 'deva.Tha')",30.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.Pa', 'deva.Ya')",51.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.Pha', 'deva.Tha')",47.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.Pha', 'deva.Ya')",44.0
devanagari,lohit-devanagari,"('deva.Ka', 'deva.Tha', 'deva.Ya')",44.0
devanagari,lohit-devanagari,"('deva.La', 'deva.Nna', 'deva.Pa')",42.0
devanagari,lohit-devanagari,"('deva.La', 'deva.Nna', 'deva.Pha')",32.0
devanagari,lohit-devanagari,"('deva.La', 'deva.Nna', 'deva.Tha')",24.0
devanagari,lohit-devanagari,"('deva.La', 'deva.Nna', 'deva.Ya')",35.0
devanagari,lohit-devanagari,"('deva.La', 'deva.Pa', 'deva.Pha')",49.0
devanagari,lohit-devanagari,"('deva.La', 'deva.Pa', 'deva.Tha')",32.0
devanagari,lohit-devanagari,"('deva.La', 'deva.Pa', 'deva.Ya')",53.0
devanagari,lohit-devanagari,"('deva.La', 'deva.Pha', 'deva.Tha')",29.0
devanagari,lohit-devanagari,"('deva.La', 'deva.Pha', 'deva.Ya')",31.0
devanagari,lohit-devanagari,"('deva.La', 'deva.Tha', 'deva.Ya')",48.0
devanagari,lohit-devanagari,"('deva.Nna', 'deva.Pa', 'deva.Pha')",31.0
devanagari,lohit-devanagari,"('deva.Nna', 'deva.Pa', 'deva.Tha')",40.0
devanagari,lohit-devanagari,"('deva.Nna', 'deva.Pa', 'deva.Ya')",36.0
devanagari,lohit-devanagari,"('deva.Nna', 'deva.Pha', 'deva.Tha')",36.0
devanagari,lohit-devanagari,"('deva.Nna', 'deva.Pha', 'deva.Ya')",27.0
devanagari,lohit-devanagari,"('deva.Nna', 'deva.Tha', 'deva.Ya')",44.0
devanagari,lohit-devanagari,"('deva.Pa', 'deva.Pha', 'deva.Tha')",47.0
devanagari,lohit-devanagari,"('deva.Pa', 'deva.Pha', 'deva.Ya')",30.0
devanagari,lohit-devanagari,"('deva.Pa', 'deva.Tha', 'deva.Ya')",34.0
devanagari,lohit-devanagari,"('deva.Pha', 'deva.Tha', 'deva.Ya')",43.0
devanagari,murty-hindi,"('deva.Da', 'deva.Ddha', 'deva.Nna')",56.0
devanagari,murty-hindi,"('deva.Da', 'deva.Ddha', 'deva.Sha')",51.0
devanagari,murty-hindi,"('deva.Da', 'deva.Ddha', 'deva.Ssa')",55.0
devanagari,murty-hindi,"('deva.Da', 'deva.Ddha', 'deva.Ta')",48.0
devanagari,murty-hindi,"('deva.Da', 'deva.Ddha', 'deva.Tha')",49.0
devanagari,murty-hindi,"('deva.Da', 'deva.Ddha', 'deva.Ya')",50.0
devanagari,murty-hindi,"('deva.Da', 'deva.Nna', 'deva.Sha')",40.0
devanagari,murty-hindi,"('deva.Da', 'deva.Nna', 'deva.Ssa')",47.0
devanagari,murty-hindi,"('deva.Da', 'deva.Nna', 'deva.Ta')",46.0
devanagari,murty-hindi,"('deva.Da', 'deva.Nna', 'deva.Tha')",36.0
devanagari,murty-hindi,"('deva.Da', 'deva.Nna', 'deva.Ya')",29.0
devanagari,murty-hindi,"('deva.Da', 'deva.Sha', 'deva.Ssa')",32.0
devanagari,murty-hindi,"('deva.Da', 'deva.Sha', 'deva.Ta')",46.0
devanagari,murty-hindi,"('deva.Da', 'deva.Sha', 'deva.Tha')",34.0
devanagari,murty-hindi,"('deva.Da', 'deva.Sha', 'deva.Ya')",32.0
devanagari,murty-hindi,"('deva.Da', 'deva.Ssa', 'deva.Ta')",38.0
devanagari,murty-hindi,"('deva.Da', 'deva.Ssa', 'deva.Tha')",37.0
devanagari,murty-hindi,"('deva.Da', 'deva.Ssa', 'deva.Ya')",42.0
devanagari,murty-hindi,"('deva.Da', 'deva.Ta', 'deva.Tha')",32.0
devanagari,murty-hindi,"('deva.Da', 'deva.Ta', 'deva.Ya')",27.0
devanagari,murty-hindi,"('deva.Da', 'deva.Tha', 'deva.Ya')",51.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Nna', 'deva.Sha')",39.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Nna', 'deva.Ssa')",52.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Nna', 'deva.Ta')",36.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Nna', 'deva.Tha')",35.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Nna', 'deva.Ya')",34.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Sha', 'deva.Ssa')",37.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Sha', 'deva.Ta')",38.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Sha', 'deva.Tha')",38.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Sha', 'deva.Ya')",30.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Ssa', 'deva.Ta')",30.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Ssa', 'deva.Tha')",32.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Ssa', 'deva.Ya')",43.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Ta', 'deva.Tha')",26.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Ta', 'deva.Ya')",37.0
devanagari,murty-hindi,"('deva.Ddha', 'deva.Tha', 'deva.Ya')",49.0
devanagari,murty-hindi,"('deva.Nna', 'deva.Sha', 'deva.Ssa')",45.0
devanagari,murty-hindi,"('deva.Nna', 'deva.Sha', 'deva.Ta')",34.0
devanagari,murty-hindi,"('deva.Nna', 'deva.Sha', 'deva.Tha')",30.0
devanagari,murty-hindi,"('deva.Nna', 'deva.Sha', 'deva.Ya')",25.0
devanagari,murty-hindi,"('deva.Nna', 'deva.Ssa', 'deva.Ta')",38.0
devanagari,murty-hindi,"('deva.Nna', 'deva.Ssa', 'deva.Tha')",43.0
devanagari,murty-hindi,"('deva.Nna', 'deva.Ssa', 'deva.Ya')",33.0
devanagari,murty-hindi,"('deva.Nna', 'deva.Ta', 'deva.Tha')",38.0
devanagari,murty-hindi,"('deva.Nna', 'deva.Ta', 'deva.Ya')",37.0
devanagari,murty-hindi,"('deva.Nna', 'deva.Tha', 'deva.Ya')",52.0
devanagari,murty-hindi,"('deva.Sha', 'deva.Ssa', 'deva.Ta')",27.0
devanagari,murty-hindi,"('deva.Sha', 'deva.Ssa', 'deva.Tha')",29.0
devanagari,murty-hindi,"('deva.Sha', 'deva.Ssa', 'deva.Ya')",37.0
devanagari,murty-hindi,"('deva.Sha', 'deva.Ta', 'deva.Tha')",33.0
devanagari,murty-hindi,"('deva.Sha', 'deva.Ta', 'deva.Ya')",31.0
devanagari,murty-hindi,"('deva.Sha', 'deva.Tha', 'deva.Ya')",45.0
devanagari,murty-hindi,"('deva.Ssa', 'deva.Ta', 'deva.Tha')",21.0
devanagari,murty-hindi,"('deva.Ssa', 'deva.Ta', 'deva.Ya')",43.0
devanagari,murty-hindi,"('deva.Ssa', 'deva.Tha', 'deva.Ya')",48.0
devanagari,murty-hindi,"('deva.Ta', 'deva.Tha', 'deva.Ya')",48.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Da', 'deva.Dha')",33.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Da', 'deva.La')",30.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Da', 'deva.Nga')",22.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Da', 'deva.Tta')",42.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Da', 'deva.Ttha')",37.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Da', 'deva.U')",25.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Dha', 'deva.La')",29.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Dha', 'deva.Nga')",33.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Dha', 'deva.Tta')",34.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Dha', 'deva.Ttha')",39.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Dha', 'deva.U')",32.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.La', 'deva.Nga')",32.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.La', 'deva.Tta')",26.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.La', 'deva.Ttha')",37.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.La', 'deva.U')",26.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Nga', 'deva.Tta')",26.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Nga', 'deva.Ttha')",19.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Nga', 'deva.U')",32.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Tta', 'deva.Ttha')",42.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Tta', 'deva.U')",30.0
devanagari,nirmala-ui,"('deva.Cha', 'deva.Ttha', 'deva.U')",33.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Dha', 'deva.La')",26.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Dha', 'deva.Nga')",26.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Dha', 'deva.Tta')",44.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Dha', 'deva.Ttha')",34.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Dha', 'deva.U')",25.0
devanagari,nirmala-ui,"('deva.Da', 'deva.La', 'deva.Nga')",25.0
devanagari,nirmala-ui,"('deva.Da', 'deva.La', 'deva.Tta')",41.0
devanagari,nirmala-ui,"('deva.Da', 'deva.La', 'deva.Ttha')",36.0
devanagari,nirmala-ui,"('deva.Da', 'deva.La', 'deva.U')",36.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Nga', 'deva.Tta')",42.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Nga', 'deva.Ttha')",36.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Nga', 'deva.U')",19.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Tta', 'deva.Ttha')",27.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Tta', 'deva.U')",43.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Ttha', 'deva.U')",34.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.La', 'deva.Nga')",29.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.La', 'deva.Tta')",29.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.La', 'deva.Ttha')",34.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.La', 'deva.U')",28.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.Nga', 'deva.Tta')",27.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.Nga', 'deva.Ttha')",21.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.Nga', 'deva.U')",23.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.Tta', 'deva.Ttha')",48.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.Tta', 'deva.U')",28.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.Ttha', 'deva.U')",28.0
devanagari,nirmala-ui,"('deva.La', 'deva.Nga', 'deva.Tta')",19.0
devanagari,nirmala-ui,"('deva.La', 'deva.Nga', 'deva.Ttha')",18.0
devanagari,nirmala-ui,"('deva.La', 'deva.Nga', 'deva.U')",36.0
devanagari,nirmala-ui,"('deva.La', 'deva.Tta', 'deva.Ttha')",44.0
devanagari,nirmala-ui,"('deva.La', 'deva.Tta', 'deva.U')",30.0
devanagari,nirmala-ui,"('deva.La', 'deva.Ttha', 'deva.U')",34.0
devanagari,nirmala-ui,"('deva.Nga', 'deva.Tta', 'deva.Ttha')",43.0
devanagari,nirmala-ui,"('deva.Nga', 'deva.Tta', 'deva.U')",19.0
devanagari,nirmala-ui,"('deva.Nga', 'deva.Ttha', 'deva.U')",27.0
devanagari,nirmala-ui,"('deva.Tta', 'deva.Ttha', 'deva.U')",41.0
latin,arial,"('latn.a', 'latn.e', 'latn.l')",65.0
latin,arial,"('latn.a', 'latn.e', 'latn.p')",52.0
latin,arial,"('latn.a', 'latn.e', 'latn.s')",48.0
latin,arial,"('latn.a', 'latn.e', 'latn.t')",65.0
latin,arial,"('latn.a', 'latn.e', 'latn.y')",62.0
latin,arial,"('latn.a', 'latn.e', 'latn.z')",64.0
latin,arial,"('latn.a', 'latn.l', 'latn.p')",51.0
latin,arial,"('latn.a', 'latn.l', 'latn.s')",60.0
latin,arial,"('latn.a', 'latn.l', 'latn.t')",56.0
latin,arial,"('latn.a', 'latn.l', 'latn.y')",39.0
latin,arial,"('latn.a', 'latn.l', 'latn.z')",39.0
latin,arial,"('latn.a', 'latn.p', 'latn.s')",52.0
latin,arial,"('latn.a', 'latn.p', 'latn.t')",50.0
latin,arial,"('latn.a', 'latn.p', 'latn.y')",34.0
latin,arial,"('latn.a', 'latn.p', 'latn.z')",42.0
latin,arial,"('latn.a', 'latn.s', 'latn.t')",62.0
latin,arial,"('latn.a', 'latn.s', 'latn.y')",59.0
latin,arial,"('latn.a', 'latn.s', 'latn.z')",39.0
latin,arial,"('latn.a', 'latn.t', 'latn.y')",37.0
latin,arial,"('latn.a', 'latn.t', 'latn.z')",44.0
latin,arial,"('latn.a', 'latn.y', 'latn.z')",31.0
latin,arial,"('latn.e', 'latn.l', 'latn.p')",51.0
latin,arial,"('latn.e', 'latn.l', 'latn.s')",62.0
latin,arial,"('latn.e', 'latn.l', 'latn.t')",57.0
latin,arial,"('latn.e', 'latn.l', 'latn.y')",39.0
latin,arial,"('latn.e', 'latn.l', 'latn.z')",40.0
latin,arial,"('latn.e', 'latn.p', 'latn.s')",50.0
latin,arial,"('latn.e', 'latn.p', 'latn.t')",46.0
latin,arial,"('latn.e', 'latn.p', 'latn.y')",33.0
latin,arial,"('latn.e', 'latn.p', 'latn.z')",40.0
latin,arial,"('latn.e', 'latn.s', 'latn.t')",63.0
latin,arial,"('latn.e', 'latn.s', 'latn.y')",63.0
latin,arial,"('latn.e', 'latn.s', 'latn.z')",40.0
latin,arial,"('latn.e', 'latn.t', 'latn.y')",32.0
latin,arial,"('latn.e', 'latn.t', 'latn.z')",49.0
latin,arial,"('latn.e', 'latn.y', 'latn.z')",32.0
latin,arial,"('latn.l', 'latn.p', 'latn.s')",36.0
latin,arial,"('latn.l', 'latn.p', 'latn.t')",55.0
latin,arial,"('latn.l', 'latn.p', 'latn.y')",46.0
latin,arial,"('latn.l', 'latn.p', 'latn.z')",26.0
latin,arial,"('latn.l', 'latn.s', 'latn.t')",51.0
latin,arial,"('latn.l', 'latn.s', 'latn.y')",28.0
